desc;label
Blizny - od kilku dam.;wodecki
Stary las zbyt czarny w bieli;wodecki
rosa też być może, zmierzch i pierwsze zorze, kalejdoskop chmur...;wodecki
Albo snem, jeśli tak chcesz;wodecki
Nosiłem w sobie gniew.;dżem
I na dobre, na złe;wodecki
W górę spójrz do gwiazd;wodecki
żeby wyrazić to, co czuję;dżem
W starych dziuplach magnificat;wodecki
Powiedz mi, czy to zbyt wiele,;dżem
twój wstaje świt,;wodecki
Niech obraz mój się sennym źrenicom przymili.;wodecki
Jak mam Ci o tym opowiedzieć;dżem
zerwałem z tym niepotrzebnym snem;dżem
Czary mary, stał się cud!;wodecki
Wszystko to, czego chcesz...;dżem
„Ach, brawo!” – krzyczy tłum podniecony,;wodecki
Siedzę znów sam, tak potwornie sam,;dżem
Buty, pięści, pas,;dżem
Nasze słońca;wodecki
Gdzie tkwi błąd;wodecki
Nakładasz lat makijaż;wodecki
Nieudało się - wszystko nie tak.;dżem
Zawsze cię za rękę trzyma;dżem
aaaaaaaaaaaaa...;wodecki
Chałupy welcome to!;wodecki
Nikt już nie, nie namówi mnie,;dżem
Śnieg jak młodej panny tren;wodecki
W miałkim piasku zapomnienia;wodecki
Bo kochać bez złudzeń;wodecki
Jutro będzie tak jak dziś;dżem
Ma piove, piove sul nostro amor;wodecki
Byłem tego świata marnym szczurem;dżem
Muszę mieć, muszę ją mieć,;dżem
No i wódy czasem brak.;dżem
często tu siedział, obrazy sprzedać chciał;dżem
Którzy chcą je mieć;dżem
Dzisiaj - kto wie,;wodecki
Przygasają jakby coraz częściej już;wodecki
na piasku leży, razem z nim pikador padł.;wodecki
I gdzie indziej też!;wodecki
Chałupy welcome to!;wodecki
I aż do samych pięt w niej ukryć się (w niej ukryć się);wodecki
Jak innych sto;dżem
Już widać go stąd;wodecki
Dadzą Ci kawałek kiedy tylko chcesz.;dżem
Dziś mówię: mnie się nie chce,;wodecki
A jeszcze mam nadziei cień,;dżem
Spod gór;wodecki
No nie wiesz, co...;dżem
niech śpiewa ptak,;wodecki
Sam sobą się, sam sobą się pokochaj,;dżem
Tam tylko sny są erotyczne, erotyczne.;dżem
A Ty mówisz: siwy dym;wodecki
Opowie ci kto? Poduszka!;wodecki
Nie wierzył ludziom i sobie chyba też;dżem
mijali drzwi.;wodecki
nawet nie wiesz jak,;dżem
Zawsze będę żył już tak!;dżem
jedno słowo, cichy szept;dżem
Z tobą jest;wodecki
Głód i chłód obudziły mnie.;dżem
Nie byłoby się o co bać;dżem
To w farszu rydz;wodecki
Nigdy nie jest tak źle;wodecki
Czary mary stał się cud;wodecki
Jesteśmy jak zimą cyrk;wodecki
Tyle dni, tyle lat była w nas;wodecki
Czemu zwiastujesz rozstania;wodecki
To wszystko nie do wiary;wodecki
gdzieś w ciemności swiatło;dżem
Kto wie?;dżem
czuję każdy nerw, bicie Twego serca,;dżem
rzuci cień.;wodecki
Jak lód na Twojej twarzy.;dżem
Na plaży tłum dziewczyn jak w mrowisku mrówek;wodecki
Niepotrzebny nam ubaw;wodecki
Daję Wam ogień, podajcie sobie ręce;dżem
Gdzie teraz białą farbą maluje wieczny czas;dżem
Polish Barbados i Galapagos;wodecki
Gubiąc gdzieś po drodze prawdę swą i sens;dżem
Choć tak łatwo zejść na psy!;dżem
Mój koncert skrzypcowy mistrzowsko się udał;wodecki
Dobranoc ci przez klamkę - niestety! zamknięta!;wodecki
Nawet we śnie w karty gram;dżem
Czasie, dlaczego mijasz;wodecki
To śmieszny wic;wodecki
I słowa nasze milczkiem uciekają pamięci;wodecki
Jak na deszczu łza;dżem
choć tyle wzruszeń dawałeś mi,;wodecki
Boże daj mu dom, cichy kąt,;dżem
Gdy znów braknie słów;wodecki
Chałupy welcome to!;wodecki
(Dogłębnie);wodecki
Nic nie myślę;dżem
Jesteś cała w trawie,;dżem
Najwyżej tylko nagle zmienia strój;wodecki
Nie, nie wierzysz że;dżem
Przed nami nasz świat;wodecki
Byłem cieniem;dżem
Że wciąż pada deszcz;wodecki
Dobranoc! obróć na mnie raz jeszcze oczęta,;wodecki
zna jak oni;wodecki
lecz nie wymyślił nikt;dżem
Czerwony jak cegła, rozgrzany jak piec,;dżem
W jesiennej szarudze;wodecki
im szczęścia życz,;wodecki
Bo żona Twa, jeśli Ją masz,;dżem
I naprawdę wtedy klęknę;dżem
Jeszcze dokoła słychać Twój śmiech,;dżem
Ciao, amore, ciao!!!;wodecki
Na trawę bym się kładł;dżem
Z moją mamą piłbym kawę;dżem
I uśmiechaj się do ludzi;dżem
myśli przybywa, wyrzuty też;dżem
Każdy jej schodził z drogi i to szybko;wodecki
Dzikość w moim sercu,;dżem
nie śnią mi się w nocy.;wodecki
Słodki że daj na luz;dżem
No nie wiesz, co...;dżem
świat wzdłuż i wszerz;wodecki
kochać wszystkich ludzi i pokój sobą nieść 2x;dżem
rzygać się chce;dżem
W krzakach siedzą tekstylni;wodecki
tak jak dawniej;dżem
Przed wiosną, przed wiecznością;wodecki
Pozwalasz nam samotnieć?;wodecki
to serce twe,;wodecki
Potem umarła - ale paczka poszła.;wodecki
Kto mnie zauroczył - wiesz...;wodecki
Ja już nigdy się nie zmienię,;dżem
To wszystko nie do wiary;wodecki
Miłości;wodecki
Polish Barbados i Galapagos;wodecki
Pod koniec stycznia, po krótkiej modlitwie;wodecki
Dlaczego uciekasz jak złodziej;wodecki
I gorzki czaj i gorzki czaj Ci wchodzi.;dżem
Tak niewiele brakowało;dżem
nie pójdę z nią;dżem
i niewinna, o nie;dżem
Dobranoc! Każdej ze mną przemówionej chwili;wodecki
Nim się w nas poruszył lew;wodecki
Między dworcem a kościołem;dżem
Kto popłynie gdzieś na dywanie;wodecki
zawsze będzie dla nas, dla syna, kochana, też.;wodecki
Niech dobry Bóg;dżem
Nie do wiary miał być pech;wodecki
Nasz ląd i nasz dom;wodecki
Zawsze gdzieś spóźniony jestem...;dżem
W życiu najtrudniej;dżem
Będzie tak nie raz;wodecki
Szepcze do uszka...;wodecki
zamiast tak jak inni o gorzki walczyć chleb;dżem
Czasem tak dziwnie gdy patrzysz na mnie;dżem
Może być najlepszą z Twoich chwil...;dżem
Stawali na krótko.;wodecki
Dlatego ranisz mnie;dżem
Dzisiaj jutra nie chcę;dżem
La la la, la la la la la;wodecki
(No wiesz!);wodecki
Było się tu i tam!;wodecki
Muszę mieć, muszę ją mieć.;dżem
Afryka dzika dawno odkryta;wodecki
Ucięła sobie sama własną głowę;wodecki
Chwila, która trwa;dżem
W głęboki sen zapadłaś już,;dżem
Nie widziałeś, a chcesz już iść;dżem
I bardzo często patrzy w kalendarzyk;wodecki
źródła smak.;wodecki
jeszcze jeden cios i zwierzę znów pędzi jak wiatr!;wodecki
Jak twój i mój dom;wodecki
Spraw, że fałszywej grze;wodecki
Ani dużo ani mało;dżem
Jak na plaży w Mombassa;wodecki
Coraz to mniej byłem sobą;dżem
Kolejny rok minął, lipcowej niedzieli;wodecki
